location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Croatia,2021-04-23,60-69,32.14,6.81
Croatia,2021-04-23,70-79,50.2,13.72
Croatia,2021-04-23,80+,43.39,18.4
Croatia,2021-04-30,18-24,2.7,0.81
Croatia,2021-04-30,25-49,7.91,2.95
Croatia,2021-04-30,50-59,17.42,5.31
Croatia,2021-04-30,60-69,36.62,8.77
Croatia,2021-04-30,70-79,53.54,17.41
Croatia,2021-04-30,80+,44.99,21.16
Croatia,2021-05-07,18-24,3.97,1.07
Croatia,2021-05-07,25-49,12.26,3.44
Croatia,2021-05-07,50-59,25.09,6.43
Croatia,2021-05-07,60-69,44.64,11.76
Croatia,2021-05-07,70-79,58.33,22.96
Croatia,2021-05-07,80+,47.36,25.75
Croatia,2021-05-14,18-24,6.32,1.22
Croatia,2021-05-14,25-49,17.86,3.97
Croatia,2021-05-14,50-59,32.5,7.68
Croatia,2021-05-14,60-69,50.62,15.25
Croatia,2021-05-14,70-79,61.87,28.84
Croatia,2021-05-14,80+,49.41,30.96
Croatia,2021-05-21,18-24,9.1,1.46
Croatia,2021-05-21,25-49,22.81,4.64
Croatia,2021-05-21,50-59,38.43,9.23
Croatia,2021-05-21,60-69,54.77,18.89
Croatia,2021-05-21,70-79,64.32,34.39
Croatia,2021-05-21,80+,50.82,35.91
Croatia,2021-05-28,18-24,11.56,1.87
Croatia,2021-05-28,25-49,26.2,5.77
Croatia,2021-05-28,50-59,41.95,11.76
Croatia,2021-05-28,60-69,57.42,24.09
Croatia,2021-05-28,70-79,66.05,40.87
Croatia,2021-05-28,80+,51.83,39.33
Croatia,2021-06-04,18-24,13.27,2.53
Croatia,2021-06-04,25-49,28.24,7.04
Croatia,2021-06-04,50-59,43.83,14.3
Croatia,2021-06-04,60-69,58.87,28.42
Croatia,2021-06-04,70-79,67.04,45.37
Croatia,2021-06-04,80+,52.45,41.51
Croatia,2021-06-11,18-24,15.75,3.79
Croatia,2021-06-11,25-49,30.13,10.45
Croatia,2021-06-11,50-59,45.69,19.96
Croatia,2021-06-11,60-69,60.31,35.61
Croatia,2021-06-11,70-79,67.98,51.23
Croatia,2021-06-11,80+,53.06,44.17
Croatia,2021-06-18,18-24,16.77,5.54
Croatia,2021-06-18,25-49,31.16,14.98
Croatia,2021-06-18,50-59,46.77,27.09
Croatia,2021-06-18,60-69,61.18,43.01
Croatia,2021-06-18,70-79,68.6,56.46
Croatia,2021-06-18,80+,53.44,46.65
Croatia,2021-06-25,18-24,17.49,7.5
Croatia,2021-06-25,25-49,31.81,18.8
Croatia,2021-06-25,50-59,47.49,32.29
Croatia,2021-06-25,60-69,61.74,47.94
Croatia,2021-06-25,70-79,69.0,59.68
Croatia,2021-06-25,80+,53.69,48.27
Croatia,2021-07-02,18-24,18.52,10.01
Croatia,2021-07-02,25-49,32.78,22.97
Croatia,2021-07-02,50-59,48.56,37.58
Croatia,2021-07-02,60-69,62.63,52.74
Croatia,2021-07-02,70-79,69.64,62.83
Croatia,2021-07-02,80+,54.07,49.74
Croatia,2021-07-06,18-24,18.62,10.26
Croatia,2021-07-06,25-49,32.87,23.36
Croatia,2021-07-06,50-59,48.66,37.93
Croatia,2021-07-06,60-69,62.71,53.23
Croatia,2021-07-06,70-79,69.69,63.14
Croatia,2021-07-06,80+,54.12,49.88
Cyprus,2021-01-01,18-24,0.0,0.0
Cyprus,2021-01-01,25-49,0.01,0.0
Cyprus,2021-01-01,50-59,0.03,0.0
Cyprus,2021-01-01,60-69,0.03,0.0
Cyprus,2021-01-01,70-79,0.04,0.0
Cyprus,2021-01-01,80+,0.66,0.0
Cyprus,2021-01-08,18-24,0.06,0.0
Cyprus,2021-01-08,25-49,0.33,0.0
Cyprus,2021-01-08,50-59,1.4,0.0
Cyprus,2021-01-08,60-69,0.92,0.0
Cyprus,2021-01-08,70-79,0.94,0.0
Cyprus,2021-01-08,80+,5.83,0.0
Cyprus,2021-01-15,18-24,0.08,0.0
Cyprus,2021-01-15,25-49,0.52,0.01
Cyprus,2021-01-15,50-59,1.69,0.01
Cyprus,2021-01-15,60-69,1.21,0.03
Cyprus,2021-01-15,70-79,1.14,0.04
Cyprus,2021-01-15,80+,14.69,0.58
Cyprus,2021-01-22,18-24,0.09,0.03
Cyprus,2021-01-22,25-49,0.59,0.11
Cyprus,2021-01-22,50-59,1.93,0.58
Cyprus,2021-01-22,60-69,1.39,0.42
Cyprus,2021-01-22,70-79,1.38,0.52
Cyprus,2021-01-22,80+,26.81,2.6
Cyprus,2021-01-29,18-24,0.1,0.04
Cyprus,2021-01-29,25-49,0.61,0.23
Cyprus,2021-01-29,50-59,2.04,1.23
Cyprus,2021-01-29,60-69,1.47,0.81
Cyprus,2021-01-29,70-79,1.56,0.84
Cyprus,2021-01-29,80+,38.8,5.21
Cyprus,2021-02-05,18-24,0.12,0.06
Cyprus,2021-02-05,25-49,0.68,0.41
Cyprus,2021-02-05,50-59,2.16,1.52
Cyprus,2021-02-05,60-69,1.57,1.09
Cyprus,2021-02-05,70-79,1.84,1.03
Cyprus,2021-02-05,80+,47.09,13.92
Cyprus,2021-02-12,18-24,0.14,0.07
Cyprus,2021-02-12,25-49,0.81,0.47
Cyprus,2021-02-12,50-59,2.5,1.74
Cyprus,2021-02-12,60-69,1.91,1.26
Cyprus,2021-02-12,70-79,3.15,1.25
Cyprus,2021-02-12,80+,60.94,25.32
Cyprus,2021-02-19,18-24,0.32,0.09
Cyprus,2021-02-19,25-49,1.05,0.52
Cyprus,2021-02-19,50-59,2.81,1.82
Cyprus,2021-02-19,60-69,2.25,1.34
Cyprus,2021-02-19,70-79,10.51,1.4
Cyprus,2021-02-19,80+,70.58,37.15
Cyprus,2021-02-26,18-24,0.42,0.11
Cyprus,2021-02-26,25-49,1.17,0.6
Cyprus,2021-02-26,50-59,2.97,1.94
Cyprus,2021-02-26,60-69,2.47,1.45
Cyprus,2021-02-26,70-79,31.88,1.69
Cyprus,2021-02-26,80+,74.12,45.92
Cyprus,2021-03-05,18-24,0.47,0.12
Cyprus,2021-03-05,25-49,1.36,0.68
Cyprus,2021-03-05,50-59,3.2,2.09
Cyprus,2021-03-05,60-69,3.53,1.63
Cyprus,2021-03-05,70-79,49.97,2.87
Cyprus,2021-03-05,80+,76.64,59.66
Cyprus,2021-03-12,18-24,0.59,0.13
Cyprus,2021-03-12,25-49,1.52,0.69
Cyprus,2021-03-12,50-59,3.42,2.15
Cyprus,2021-03-12,60-69,9.98,1.69
Cyprus,2021-03-12,70-79,68.67,4.75
Cyprus,2021-03-12,80+,80.0,67.52
Cyprus,2021-03-19,18-24,0.61,0.13
Cyprus,2021-03-19,25-49,1.54,0.7
Cyprus,2021-03-19,50-59,3.5,2.16
Cyprus,2021-03-19,60-69,11.91,1.71
Cyprus,2021-03-19,70-79,70.58,10.67
Cyprus,2021-03-19,80+,80.54,68.57
Cyprus,2021-03-26,18-24,0.63,0.13
Cyprus,2021-03-26,25-49,1.64,0.71
Cyprus,2021-03-26,50-59,3.66,2.19
Cyprus,2021-03-26,60-69,19.85,1.79
Cyprus,2021-03-26,70-79,75.9,16.1
Cyprus,2021-03-26,80+,82.37,69.08
Cyprus,2021-04-02,18-24,0.76,0.14
Cyprus,2021-04-02,25-49,2.11,0.72
Cyprus,2021-04-02,50-59,5.11,2.21
Cyprus,2021-04-02,60-69,23.93,3.88
Cyprus,2021-04-02,70-79,76.97,21.34
Cyprus,2021-04-02,80+,83.03,69.92
Cyprus,2021-04-09,18-24,0.91,0.14
Cyprus,2021-04-09,25-49,2.58,0.72
Cyprus,2021-04-09,50-59,6.6,2.22
Cyprus,2021-04-09,60-69,37.28,5.67
Cyprus,2021-04-09,70-79,79.76,26.51
Cyprus,2021-04-09,80+,84.58,70.69
Cyprus,2021-04-16,18-24,0.96,0.14
Cyprus,2021-04-16,25-49,2.76,0.73
Cyprus,2021-04-16,50-59,16.59,2.25
Cyprus,2021-04-16,60-69,45.31,9.52
Cyprus,2021-04-16,70-79,80.31,29.05
Cyprus,2021-04-16,80+,84.99,71.47
Cyprus,2021-04-23,18-24,1.04,0.18
Cyprus,2021-04-23,25-49,4.01,0.88
Cyprus,2021-04-23,50-59,32.25,2.75
Cyprus,2021-04-23,60-69,53.19,10.7
Cyprus,2021-04-23,70-79,80.53,29.39
Cyprus,2021-04-23,80+,85.24,71.62
Cyprus,2021-04-30,18-24,1.14,0.32
Cyprus,2021-04-30,25-49,13.3,1.69
Cyprus,2021-04-30,50-59,40.7,4.17
Cyprus,2021-04-30,60-69,56.17,15.97
Cyprus,2021-04-30,70-79,80.65,30.58
Cyprus,2021-04-30,80+,85.37,72.15
Cyprus,2021-05-07,18-24,1.26,0.38
Cyprus,2021-05-07,25-49,22.47,2.13
Cyprus,2021-05-07,50-59,49.39,10.48
Cyprus,2021-05-07,60-69,64.33,23.25
Cyprus,2021-05-07,70-79,82.28,31.84
Cyprus,2021-05-07,80+,85.65,72.65
Cyprus,2021-05-14,18-24,1.8,0.59
Cyprus,2021-05-14,25-49,35.6,3.8
Cyprus,2021-05-14,50-59,53.71,20.89
Cyprus,2021-05-14,60-69,68.78,29.75
Cyprus,2021-05-14,70-79,83.36,37.44
Cyprus,2021-05-14,80+,86.45,74.28
Cyprus,2021-05-21,18-24,9.21,0.7
Cyprus,2021-05-21,25-49,39.49,11.17
Cyprus,2021-05-21,50-59,58.7,27.91
Cyprus,2021-05-21,60-69,72.26,34.93
Cyprus,2021-05-21,70-79,83.81,56.96
Cyprus,2021-05-21,80+,86.73,77.85
Cyprus,2021-05-28,18-24,17.69,0.8
Cyprus,2021-05-28,25-49,41.08,17.68
Cyprus,2021-05-28,50-59,63.64,35.32
Cyprus,2021-05-28,60-69,75.54,43.88
Cyprus,2021-05-28,70-79,83.93,70.94
Cyprus,2021-05-28,80+,86.78,80.0
Cyprus,2021-06-04,18-24,20.66,0.9
Cyprus,2021-06-04,25-49,44.12,24.98
Cyprus,2021-06-04,50-59,64.08,37.67
Cyprus,2021-06-04,60-69,75.79,49.03
Cyprus,2021-06-04,70-79,86.79,77.01
Cyprus,2021-06-04,80+,88.31,81.33
Cyprus,2021-06-11,18-24,22.08,6.5
Cyprus,2021-06-11,25-49,49.78,28.46
Cyprus,2021-06-11,50-59,64.63,42.16
Cyprus,2021-06-11,60-69,76.36,57.83
Cyprus,2021-06-11,70-79,89.28,77.97
Cyprus,2021-06-11,80+,89.78,81.79
Cyprus,2021-06-18,18-24,28.85,17.58
Cyprus,2021-06-18,25-49,53.25,31.26
Cyprus,2021-06-18,50-59,70.3,53.95
Cyprus,2021-06-18,60-69,80.04,62.87
Cyprus,2021-06-18,70-79,90.37,79.28
Cyprus,2021-06-18,80+,90.55,82.29
Cyprus,2021-06-25,18-24,30.41,20.14
Cyprus,2021-06-25,25-49,54.82,36.56
Cyprus,2021-06-25,50-59,71.47,57.41
Cyprus,2021-06-25,60-69,80.96,65.91
Cyprus,2021-06-25,70-79,90.82,82.27
Cyprus,2021-06-25,80+,90.9,83.87
Cyprus,2021-07-02,18-24,32.35,22.72
Cyprus,2021-07-02,25-49,56.48,43.37
Cyprus,2021-07-02,50-59,72.55,60.28
Cyprus,2021-07-02,60-69,81.83,69.59
Cyprus,2021-07-02,70-79,91.29,85.07
Cyprus,2021-07-02,80+,91.29,85.59
Czechia,2021-01-01,18-24,0.01,0.0
Czechia,2021-01-01,25-49,0.02,0.0
Czechia,2021-01-01,50-59,0.02,0.0
Czechia,2021-01-01,60-69,0.01,0.0
Czechia,2021-01-01,70-79,0.01,0.0
Czechia,2021-01-01,80+,0.01,0.0
Czechia,2021-01-08,18-24,0.22,0.0
Czechia,2021-01-08,25-49,0.67,0.0
Czechia,2021-01-08,50-59,0.81,0.0
Czechia,2021-01-08,60-69,0.49,0.0
Czechia,2021-01-08,70-79,0.25,0.0
Czechia,2021-01-08,80+,0.55,0.0
Czechia,2021-01-15,18-24,0.53,0.0
Czechia,2021-01-15,25-49,1.41,0.01
Czechia,2021-01-15,50-59,1.84,0.01
Czechia,2021-01-15,60-69,1.17,0.01
Czechia,2021-01-15,70-79,0.82,0.0
Czechia,2021-01-15,80+,3.21,0.0
Czechia,2021-01-22,18-24,0.68,0.06
Czechia,2021-01-22,25-49,1.81,0.17
Czechia,2021-01-22,50-59,2.51,0.19
Czechia,2021-01-22,60-69,1.65,0.12
Czechia,2021-01-22,70-79,1.3,0.06
Czechia,2021-01-22,80+,11.82,0.14
Czechia,2021-01-29,18-24,0.78,0.17
Czechia,2021-01-29,25-49,1.98,0.55
Czechia,2021-01-29,50-59,2.79,0.67
Czechia,2021-01-29,60-69,1.87,0.39
Czechia,2021-01-29,70-79,1.51,0.17
Czechia,2021-01-29,80+,18.02,0.35
Czechia,2021-02-05,18-24,0.83,0.43
Czechia,2021-02-05,25-49,2.07,1.19
Czechia,2021-02-05,50-59,2.93,1.54
Czechia,2021-02-05,60-69,1.98,0.95
Czechia,2021-02-05,70-79,1.64,0.57
Czechia,2021-02-05,80+,21.59,2.06
Czechia,2021-02-12,18-24,0.9,0.61
Czechia,2021-02-12,25-49,2.21,1.63
Czechia,2021-02-12,50-59,3.15,2.22
Czechia,2021-02-12,60-69,2.13,1.45
Czechia,2021-02-12,70-79,1.85,1.05
Czechia,2021-02-12,80+,25.53,9.39
Czechia,2021-02-19,18-24,1.01,0.71
Czechia,2021-02-19,25-49,2.42,1.83
Czechia,2021-02-19,50-59,3.46,2.57
Czechia,2021-02-19,60-69,2.38,1.71
Czechia,2021-02-19,70-79,2.19,1.34
Czechia,2021-02-19,80+,32.77,14.92
Czechia,2021-02-26,18-24,1.18,0.78
Czechia,2021-02-26,25-49,2.77,1.96
Czechia,2021-02-26,50-59,3.98,2.77
Czechia,2021-02-26,60-69,2.8,1.86
Czechia,2021-02-26,70-79,2.76,1.5
Czechia,2021-02-26,80+,42.46,19.22
Czechia,2021-03-05,18-24,1.44,0.83
Czechia,2021-03-05,25-49,3.51,2.06
Czechia,2021-03-05,50-59,5.63,2.91
Czechia,2021-03-05,60-69,4.27,1.97
Czechia,2021-03-05,70-79,7.65,1.64
Czechia,2021-03-05,80+,51.61,22.42
Czechia,2021-03-12,18-24,1.82,0.91
Czechia,2021-03-12,25-49,4.31,2.23
Czechia,2021-03-12,50-59,7.25,3.19
Czechia,2021-03-12,60-69,5.5,2.18
Czechia,2021-03-12,70-79,19.23,1.88
Czechia,2021-03-12,80+,58.31,27.19
Czechia,2021-03-19,18-24,2.2,1.05
Czechia,2021-03-19,25-49,5.02,2.48
Czechia,2021-03-19,50-59,8.65,3.54
Czechia,2021-03-19,60-69,6.55,2.47
Czechia,2021-03-19,70-79,30.88,2.25
Czechia,2021-03-19,80+,62.29,35.32
Czechia,2021-03-26,18-24,2.49,1.2
Czechia,2021-03-26,25-49,5.57,2.85
Czechia,2021-03-26,50-59,9.58,4.32
Czechia,2021-03-26,60-69,7.59,3.15
Czechia,2021-03-26,70-79,38.79,4.05
Czechia,2021-03-26,80+,65.01,42.6
Czechia,2021-04-02,18-24,2.68,1.47
Czechia,2021-04-02,25-49,5.99,3.43
Czechia,2021-04-02,50-59,10.33,5.43
Czechia,2021-04-02,60-69,8.72,4.0
Czechia,2021-04-02,70-79,43.91,10.09
Czechia,2021-04-02,80+,67.17,47.66
Czechia,2021-04-09,18-24,2.93,1.82
Czechia,2021-04-09,25-49,6.55,4.02
Czechia,2021-04-09,50-59,11.32,6.53
Czechia,2021-04-09,60-69,10.39,4.69
Czechia,2021-04-09,70-79,51.21,18.16
Czechia,2021-04-09,80+,69.55,50.64
Czechia,2021-04-16,18-24,3.31,2.11
Czechia,2021-04-16,25-49,7.51,4.63
Czechia,2021-04-16,50-59,13.06,7.66
Czechia,2021-04-16,60-69,14.63,5.38
Czechia,2021-04-16,70-79,61.47,26.35
Czechia,2021-04-16,80+,71.69,52.83
Czechia,2021-04-23,18-24,3.82,2.34
Czechia,2021-04-23,25-49,8.62,5.03
Czechia,2021-04-23,50-59,15.06,8.3
Czechia,2021-04-23,60-69,24.38,6.06
Czechia,2021-04-23,70-79,67.32,30.6
Czechia,2021-04-23,80+,73.17,54.17
Czechia,2021-04-30,18-24,4.26,2.48
Czechia,2021-04-30,25-49,9.48,5.37
Czechia,2021-04-30,50-59,17.85,8.86
Czechia,2021-04-30,60-69,39.44,6.77
Czechia,2021-04-30,70-79,71.34,33.46
Czechia,2021-04-30,80+,74.44,55.17
Czechia,2021-05-07,18-24,4.81,2.57
Czechia,2021-05-07,25-49,10.73,5.56
Czechia,2021-05-07,50-59,29.76,9.29
Czechia,2021-05-07,60-69,51.63,7.49
Czechia,2021-05-07,70-79,74.7,35.28
Czechia,2021-05-07,80+,75.78,56.1
Czechia,2021-05-14,18-24,5.43,2.67
Czechia,2021-05-14,25-49,13.6,5.76
Czechia,2021-05-14,50-59,45.05,9.68
Czechia,2021-05-14,60-69,58.59,8.1
Czechia,2021-05-14,70-79,77.3,36.74
Czechia,2021-05-14,80+,77.0,58.0
Czechia,2021-05-21,18-24,6.02,2.88
Czechia,2021-05-21,25-49,19.7,6.25
Czechia,2021-05-21,50-59,52.61,10.59
Czechia,2021-05-21,60-69,62.46,9.46
Czechia,2021-05-21,70-79,79.08,41.36
Czechia,2021-05-21,80+,77.9,60.52
Czechia,2021-05-28,18-24,6.63,3.29
Czechia,2021-05-28,25-49,25.62,7.36
Czechia,2021-05-28,50-59,56.58,12.75
Czechia,2021-05-28,60-69,64.92,13.25
Czechia,2021-05-28,70-79,80.4,50.33
Czechia,2021-05-28,80+,78.6,63.8
Czechia,2021-06-04,18-24,8.07,3.9
Czechia,2021-06-04,25-49,32.39,8.66
Czechia,2021-06-04,50-59,59.43,15.16
Czechia,2021-06-04,60-69,66.9,22.46
Czechia,2021-06-04,70-79,81.55,57.72
Czechia,2021-06-04,80+,79.21,66.94
Czechia,2021-06-11,18-24,13.59,4.54
Czechia,2021-06-11,25-49,38.42,9.77
Czechia,2021-06-11,50-59,61.61,18.26
Czechia,2021-06-11,60-69,68.48,36.72
Czechia,2021-06-11,70-79,82.55,63.68
Czechia,2021-06-11,80+,79.81,69.64
Czechia,2021-06-18,18-24,21.3,5.22
Czechia,2021-06-18,25-49,42.16,11.26
Czechia,2021-06-18,50-59,62.91,29.77
Czechia,2021-06-18,60-69,69.5,48.86
Czechia,2021-06-18,70-79,83.22,68.7
Czechia,2021-06-18,80+,80.22,71.87
Czechia,2021-06-25,18-24,28.33,6.02
Czechia,2021-06-25,25-49,44.55,14.45
Czechia,2021-06-25,50-59,63.89,44.83
Czechia,2021-06-25,60-69,70.24,56.19
Czechia,2021-06-25,70-79,83.73,72.87
Czechia,2021-06-25,80+,80.53,73.94
Czechia,2021-07-02,18-24,31.61,6.53
Czechia,2021-07-02,25-49,45.56,17.66
Czechia,2021-07-02,50-59,64.35,49.49
Czechia,2021-07-02,60-69,70.62,58.93
Czechia,2021-07-02,70-79,83.98,75.02
Czechia,2021-07-02,80+,80.68,75.03
Denmark,2021-01-08,18-24,0.54,0.0
Denmark,2021-01-08,25-49,1.84,0.0
Denmark,2021-01-08,50-59,2.59,0.0
Denmark,2021-01-08,60-69,2.36,0.0
Denmark,2021-01-08,70-79,2.01,0.0
Denmark,2021-01-08,80+,10.48,0.0
Denmark,2021-01-15,18-24,0.78,0.0
Denmark,2021-01-15,25-49,2.62,0.01
Denmark,2021-01-15,50-59,3.56,0.02
Denmark,2021-01-15,60-69,3.53,0.01
Denmark,2021-01-15,70-79,3.6,0.02
Denmark,2021-01-15,80+,15.85,0.08
Denmark,2021-01-22,18-24,0.85,0.13
Denmark,2021-01-22,25-49,2.77,0.41
Denmark,2021-01-22,50-59,3.75,0.59
Denmark,2021-01-22,60-69,3.78,0.58
Denmark,2021-01-22,70-79,3.96,0.64
Denmark,2021-01-22,80+,17.07,3.39
Denmark,2021-01-29,18-24,0.9,0.42
Denmark,2021-01-29,25-49,2.85,1.38
Denmark,2021-01-29,50-59,3.87,2.05
Denmark,2021-01-29,60-69,3.89,1.91
Denmark,2021-01-29,70-79,4.07,1.74
Denmark,2021-01-29,80+,17.33,9.12
Denmark,2021-02-05,18-24,0.94,0.65
Denmark,2021-02-05,25-49,2.93,2.16
Denmark,2021-02-05,50-59,3.97,3.09
Denmark,2021-02-05,60-69,4.02,3.09
Denmark,2021-02-05,70-79,4.35,3.09
Denmark,2021-02-05,80+,19.29,14.08
Denmark,2021-02-12,18-24,1.27,0.81
Denmark,2021-02-12,25-49,3.48,2.67
Denmark,2021-02-12,50-59,4.66,3.65
Denmark,2021-02-12,60-69,4.51,3.67
Denmark,2021-02-12,70-79,4.58,3.7
Denmark,2021-02-12,80+,26.02,16.38
Denmark,2021-02-19,18-24,1.77,0.85
Denmark,2021-02-19,25-49,4.27,2.8
Denmark,2021-02-19,50-59,5.76,3.81
Denmark,2021-02-19,60-69,5.46,3.84
Denmark,2021-02-19,70-79,5.61,3.92
Denmark,2021-02-19,80+,43.18,16.7
Denmark,2021-02-26,18-24,2.68,0.92
Denmark,2021-02-26,25-49,5.92,2.93
Denmark,2021-02-26,50-59,8.2,3.99
Denmark,2021-02-26,60-69,8.19,4.03
Denmark,2021-02-26,70-79,8.31,4.24
Denmark,2021-02-26,80+,51.4,17.69
Denmark,2021-03-05,18-24,3.8,0.96
Denmark,2021-03-05,25-49,7.74,3.04
Denmark,2021-03-05,50-59,10.63,4.12
Denmark,2021-03-05,60-69,11.17,4.2
Denmark,2021-03-05,70-79,11.88,4.48
Denmark,2021-03-05,80+,55.86,22.8
Denmark,2021-03-12,18-24,4.31,1.05
Denmark,2021-03-12,25-49,8.48,3.19
Denmark,2021-03-12,50-59,11.63,4.4
Denmark,2021-03-12,60-69,12.34,4.69
Denmark,2021-03-12,70-79,13.29,5.36
Denmark,2021-03-12,80+,58.34,38.3
Denmark,2021-03-19,18-24,4.55,1.21
Denmark,2021-03-19,25-49,8.84,3.48
Denmark,2021-03-19,50-59,12.25,4.97
Denmark,2021-03-19,60-69,13.27,5.96
Denmark,2021-03-19,70-79,14.73,7.13
Denmark,2021-03-19,80+,67.24,48.78
Denmark,2021-03-26,18-24,4.7,1.4
Denmark,2021-03-26,25-49,9.1,3.84
Denmark,2021-03-26,50-59,12.67,5.71
Denmark,2021-03-26,60-69,13.96,7.81
Denmark,2021-03-26,70-79,16.7,10.02
Denmark,2021-03-26,80+,78.6,52.26
Denmark,2021-04-02,18-24,4.85,1.55
Denmark,2021-04-02,25-49,9.38,4.1
Denmark,2021-04-02,50-59,13.26,6.24
Denmark,2021-04-02,60-69,14.88,9.17
Denmark,2021-04-02,70-79,24.13,12.26
Denmark,2021-04-02,80+,88.75,55.61
Denmark,2021-04-09,18-24,4.98,1.8
Denmark,2021-04-09,25-49,9.59,4.51
Denmark,2021-04-09,50-59,13.62,6.88
Denmark,2021-04-09,60-69,15.5,10.19
Denmark,2021-04-09,70-79,38.39,13.78
Denmark,2021-04-09,80+,94.43,60.62
Denmark,2021-04-16,18-24,5.09,1.98
Denmark,2021-04-16,25-49,9.77,4.82
Denmark,2021-04-16,50-59,13.95,7.42
Denmark,2021-04-16,60-69,17.69,11.05
Denmark,2021-04-16,70-79,67.17,15.48
Denmark,2021-04-16,80+,97.1,71.15
Denmark,2021-04-23,18-24,5.2,2.11
Denmark,2021-04-23,25-49,9.96,5.07
Denmark,2021-04-23,50-59,14.27,7.96
Denmark,2021-04-23,60-69,23.75,11.98
Denmark,2021-04-23,70-79,85.16,19.69
Denmark,2021-04-23,80+,97.97,83.9
Denmark,2021-04-30,18-24,5.3,2.34
Denmark,2021-04-30,25-49,10.14,5.46
Denmark,2021-04-30,50-59,14.6,8.56
Denmark,2021-04-30,60-69,37.21,12.69
Denmark,2021-04-30,70-79,93.68,29.34
Denmark,2021-04-30,80+,98.74,91.07
Denmark,2021-05-07,18-24,5.41,2.72
Denmark,2021-05-07,25-49,10.36,6.16
Denmark,2021-05-07,50-59,15.11,9.58
Denmark,2021-05-07,60-69,54.84,14.4
Denmark,2021-05-07,70-79,95.76,56.19
Denmark,2021-05-07,80+,99.21,95.56
Denmark,2021-05-14,18-24,5.52,3.22
Denmark,2021-05-14,25-49,10.55,7.01
Denmark,2021-05-14,50-59,19.24,10.78
Denmark,2021-05-14,60-69,71.85,18.07
Denmark,2021-05-14,70-79,97.08,76.82
Denmark,2021-05-14,80+,99.58,97.55
Denmark,2021-05-21,18-24,5.68,4.02
Denmark,2021-05-21,25-49,10.81,8.33
Denmark,2021-05-21,50-59,34.07,12.56
Denmark,2021-05-21,60-69,83.78,22.2
Denmark,2021-05-21,70-79,97.85,89.38
Denmark,2021-05-21,80+,99.87,98.49
Denmark,2021-05-28,18-24,6.01,4.61
Denmark,2021-05-28,25-49,11.9,9.3
Denmark,2021-05-28,50-59,57.06,13.73
Denmark,2021-05-28,60-69,91.04,24.91
Denmark,2021-05-28,70-79,98.36,92.99
Denmark,2021-05-28,80+,100.12,98.87
Denmark,2021-06-04,18-24,8.73,5.19
Denmark,2021-06-04,25-49,15.89,10.32
Denmark,2021-06-04,50-59,74.31,14.48
Denmark,2021-06-04,60-69,93.66,36.48
Denmark,2021-06-04,70-79,98.7,95.11
Denmark,2021-06-04,80+,100.29,99.33
Denmark,2021-06-11,18-24,20.07,5.79
Denmark,2021-06-11,25-49,23.93,11.56
Denmark,2021-06-11,50-59,85.67,14.99
Denmark,2021-06-11,60-69,94.61,50.89
Denmark,2021-06-11,70-79,98.95,96.37
Denmark,2021-06-11,80+,100.43,99.73
Denmark,2021-06-18,18-24,36.12,6.12
Denmark,2021-06-18,25-49,32.62,12.27
Denmark,2021-06-18,50-59,89.19,17.01
Denmark,2021-06-18,60-69,95.13,68.08
Denmark,2021-06-18,70-79,99.13,97.12
Denmark,2021-06-18,80+,100.53,99.99
Denmark,2021-06-25,18-24,49.28,6.35
Denmark,2021-06-25,25-49,39.55,12.69
Denmark,2021-06-25,50-59,90.5,28.8
Denmark,2021-06-25,60-69,95.45,82.01
Denmark,2021-06-25,70-79,99.24,97.79
Denmark,2021-06-25,80+,100.61,100.25
Denmark,2021-07-02,18-24,58.05,6.69
Denmark,2021-07-02,25-49,44.98,13.58
Denmark,2021-07-02,50-59,91.17,51.93
Denmark,2021-07-02,60-69,95.66,90.0
Denmark,2021-07-02,70-79,99.33,98.28
Denmark,2021-07-02,80+,100.67,100.49
Estonia,2021-01-01,18-24,0.01,0.0
Estonia,2021-01-01,25-49,0.02,0.0
Estonia,2021-01-01,50-59,0.03,0.0
Estonia,2021-01-01,60-69,0.02,0.0
Estonia,2021-01-01,70-79,0.0,0.0
Estonia,2021-01-01,80+,0.0,0.0
Estonia,2021-01-08,18-24,0.6,0.0
Estonia,2021-01-08,25-49,1.08,0.0
Estonia,2021-01-08,50-59,1.51,0.0
Estonia,2021-01-08,60-69,1.27,0.0
Estonia,2021-01-08,70-79,0.53,0.0
Estonia,2021-01-08,80+,0.22,0.0
Estonia,2021-01-15,18-24,0.93,0.01
Estonia,2021-01-15,25-49,1.57,0.01
Estonia,2021-01-15,50-59,2.34,0.02
Estonia,2021-01-15,60-69,2.12,0.02
Estonia,2021-01-15,70-79,1.15,0.0
Estonia,2021-01-15,80+,1.59,0.05
Estonia,2021-01-22,18-24,1.08,0.11
Estonia,2021-01-22,25-49,1.84,0.26
Estonia,2021-01-22,50-59,2.87,0.36
Estonia,2021-01-22,60-69,2.69,0.29
Estonia,2021-01-22,70-79,1.78,0.11
Estonia,2021-01-22,80+,3.57,0.12
Estonia,2021-01-29,18-24,1.26,0.56
Estonia,2021-01-29,25-49,2.13,1.03
Estonia,2021-01-29,50-59,3.41,1.47
Estonia,2021-01-29,60-69,3.17,1.26
Estonia,2021-01-29,70-79,2.27,0.53
Estonia,2021-01-29,80+,4.68,0.29
